company,date,tweet,n_replies,n_retweets,n_likes
0400 NH Hotel Group ,19/11/2019," ¡Agradecidos de ser reconocidos en nuestras luchas ambientales! Nuestros objetivos de sostenibilidad, validados por @sciencetargets, han sido seleccionados por @compromisoclima como uno de los 101 ejemplos empresariales de acciones por el clima #PorElClima  http://bit.ly/2CUIZkE  pic.twitter.com/IaSpL8KHVG ",0.0,0.0,0.0
0400 NH Hotel Group ,19/11/2019," Always grateful to be recognized in our fight to protect the planet! Our sustainable objectives, validated by @sciencetargets initiative, have been selected by @compromisoclima as one of the 101 business examples of climate actions. Thank you! #PorElClima  http://bit.ly/2lG3WL0  pic.twitter.com/13gbVCy3Sa ",0.0,0.0,2.0
0400 NH Hotel Group ,12/11/2019, ¡Demuestra tu valía en ciberseguridad! Estamos buscando a alguien con ganas de un nuevo proyecto para formar parte de nuestro equipo en Barcelona. ¡Únete a una empresa que apuesta por la tecnología! Tu próximo reto está a solo un clic de distancia:  http://bit.ly/2CgSE4F  pic.twitter.com/flhwbUZJqs ,0.0,1.0,1.0
0400 NH Hotel Group ,03/11/2019," ¿Plan para hoy? Disfruta de una gran selección: desde huevos Royale hasta tortitas, ostras e incluso el tradicional asado británico, los domingos de 12h a 15h en NH London Kensington. ¿Suena bien? Te esperamos en nuestro brunch sin límites cada semana:  https://bit.ly/2qX3GK7  pic.twitter.com/9Mw2fsSbJA ",0.0,0.0,0.0
0400 NH Hotel Group ,31/10/2019," Nuestros Guest Relations tienen la misión de cuidar tus necesidades y hacerte sentir como en casa. ¿Imaginas cómo puede ser su día a día? Nuestra nueva Embajadora, Elisabet González, te cuenta su experiencia en NH Collection Barcelona Gran Hotel Calderón >  https://www.instagram.com/nhhotelgroup/  pic.twitter.com/nAxib6Qtun ",0.0,1.0,1.0
0400 NH Hotel Group ,31/10/2019, Our Guest Relations love to cater to your needs and make you feel welcome. Wonder how their day-to-day is like? Our new Ambassador is sharing her experience at our NH Collection Barcelona Gran Hotel Calderón on Instagram. Don't miss it! >  https://www.instagram.com/nhhotelgroup/  pic.twitter.com/cIzR2lGpPU ,0.0,2.0,6.0
0400 NH Hotel Group ,22/10/2019," ¡Únete a la diversión! Si ""escéptico, entusiasta y curioso"" te describe, ¡entonces eres justo lo que estamos buscando! Vente al Crew Fest más descarado el próximo 11 de noviembre y forma parte de la mejor experiencia de la ciudad, #nhowAmsterdamRAI:  https://workatnhow.com/  pic.twitter.com/s8RpknwK99 ",0.0,0.0,1.0
0400 NH Hotel Group ,22/10/2019," Join the fun! Does doubters, enthusiasts and curious describes you? Then you are just what we are looking for! Sign up now for the craziest Crew Fest, on November 11th, and be part of the best hospitality experience in the city #nhowAmsterdamRAI:  https://workatnhow.com/  pic.twitter.com/u0878CDVQX ",0.0,0.0,2.0
0400 NH Hotel Group ,14/10/2019," ¡Cómo nos gusta empezar la semana con buenas noticias! Gracias a vuestros votos, NH Collection Grand Convento di Amalfi ha sido ganador en la categoría Luxury Scenic View Hotel, Sur de Europa 2019 de World Luxury Awards. ¡Muchas gracias! #WLHAwards2019  http://bit.ly/2IQxcaB  pic.twitter.com/8FtB9DVaoO ",0.0,1.0,2.0
0400 NH Hotel Group ,03/10/2019, ¡Estamos al frente en otra lucha social! ?? Hemos sido reconocidos como la 1ª empresa Española y la 48ª a nivel mundial en defender la igualdad de género según @Equileap. Es un honor estar en esta lista junto a otras compañías con el mismo objetivo.  http://bit.ly/2n9Dr1o  pic.twitter.com/GX0FzFlrBp ,0.0,1.0,2.0
0400 NH Hotel Group ,27/09/2019," ¡Nuestro chef Chris Naylor, del Restaurante Vermeer (1*) en NH Collection Amsterdam Barbizon Palace, ha sido reconocido como el 148 SVH Master Chef en Países Bajos! Este es el máximo reconocimiento de la industria y prueba irrefutable de su talento.??  https://bit.ly/2mUsuAB  pic.twitter.com/rMvStRdEoV ",0.0,0.0,0.0
0400 NH Hotel Group ,27/09/2019," Our chef Chris Naylor, from Restaurant Vermeer (1*) at NH Collection Amsterdam Barbizon Palace, just became the 148th SVH Master Chef in the Netherlands! This is the highest professional recognition in the industry and a true testament to his talent! ??  https://bit.ly/2mLyfQK  pic.twitter.com/SiA7Y81px3 ",0.0,0.0,0.0
0400 NH Hotel Group ,26/09/2019, Nos gusta celebrar cada premio pero sobre todo los que nos otorgan nuestros huéspedes. NH Collection Pódium ha sido galardonado en la categoría 'Familia' en los premios Loved by Guests 2019 organizados por @hotelsdotcom y @ExpediaGroup. ¡Muchas gracias!  http://bit.ly/2mMJ2uc  pic.twitter.com/LPlBsrId20 ,0.0,0.0,1.0
0400 NH Hotel Group ,25/09/2019," ¡WOW! Nuestro NH Ribera del Manzanares no sólo ha renovado por 3 años más su certificado BREEAM, que mide el grado de sostenibilidad ambiental de los edficios, si no que ¡ha mejorado la calificación! ¡Gracias a todos los implicados en el proyecto!  https://bit.ly/2kS1P6L  pic.twitter.com/36456o636c ",0.0,1.0,1.0
0400 NH Hotel Group ,20/09/2019," Moist or dry, with or without socarrat... - 'the best paella' is a personal affair! Today, our hotels from the region of Valencia, where it originates, join the #WorldPaellaDay to tease our palate with their gastronomy's signature dish. Which ingredient makes a Paella unique? pic.twitter.com/gIdKUZkjFG ",0.0,0.0,6.0
0400 NH Hotel Group ,18/09/2019," ¡Buenas noticias! ¡Hemos recibido el premio ""Best Business Traveler Experience"" en los @Skift Design Awards por nuestra iniciativa #FASTPASSbyNH, una solución que hace que la experiencia de viajero de negocios sea más fluida y sencilla. Descubre FASTPASS  https://bit.ly/2lZkL3K  pic.twitter.com/1QNeVol6FY ",0.0,0.0,0.0
0400 NH Hotel Group ,17/09/2019," The renowned chef Ana Ro, our next #InResidence star, brings to Spain the essence of her restaurant @hisafranko. From this unique space in our @NHCollectionEB she will delight us with her exquisite creations. Discover Hia Frankos world in Madrid  https://inresidence.es/book/  pic.twitter.com/B2rslu8cSd ",0.0,0.0,2.0
0400 NH Hotel Group ,16/09/2019," Did you know that Mr. William Heinecke, Chairman and CEO of Minor International, named his company ""Minor"" because he was under-age when he started his first company? Discover his extraordinary story and his plans to expand our brands all over the world:  http://bit.ly/2kjBGgR  pic.twitter.com/l2IXxSF66N ",0.0,0.0,1.0
0400 NH Hotel Group ,12/09/2019," To do our bit for the environment, we have recruited the power of mother nature and we are proud to announce that 76% of our hotels use green energy sources, and that 141 of our hotels have been awarded with environmental certifications. #NHEnvironment  http://bit.ly/2m4v723  pic.twitter.com/7yRh4Fk6r2 ",0.0,1.0,1.0
0400 NH Hotel Group ,08/09/2019, Il Festival del cinema di Venezia è in corso e allNH Venezia Rio Novo stiamo ospitando una nostra versione della mostra cinematografica. Scopri la nostra serata di cinema classico accompagnata da prelibatezze locali. Qual è il tuo film preferito?   http://bit.ly/2knmIXh  pic.twitter.com/dLEfUZGVOT ,0.0,0.0,0.0
0400 NH Hotel Group ,02/09/2019," Este sofisticado y lujoso resort es mucho más que un hotel 5* en #Vilamoura. Elegante, recientemente renovado y a la orilla de la playa, es el escenario perfecto para unas vacaciones de ensueño en #Algarve. #TivoliMarinaVilamoura #Portugal @tivolihotels  http://bit.ly/2lVLX3f  pic.twitter.com/W4Rt9yQng7 ",0.0,0.0,1.0
0400 NH Hotel Group ,02/09/2019," This sophisticated and iconic resort is far more than a luxury 5-star hotel in #Vilamoura. Elegant, recently renovated and directly on the beachfront, it sets the tone for the best contemporary holidays in #Algarve. #TivoliMarinaVilamoura @TivoliHotels  http://bit.ly/2kefjJP  pic.twitter.com/qGJf7xO1gk ",0.0,0.0,1.0
0400 NH Hotel Group ,01/09/2019," ¿Estás buscando un cambio de aires en tu trabajo? De seguro podrás encontrar lo que necesitas con nosotros. Desde Santiago de Chile hasta Lisboa, desde Bruselas hasta Buenos Aires, descubre un mundo de oportunidades laborales con nosotros #furthertogether  http://bit.ly/2ZjyYuU  pic.twitter.com/pecB3u7y0g ",0.0,0.0,4.0
0400 NH Hotel Group ,30/08/2019," Así como lo lees: un camaleón de 8mts estará escalando @trumanbrewery en East London para anunciar la llegada de nuestro @nhow London. Si lo ves, comparte una foto con #CHANGEnhow y participa en el sorteo de una noche en el hotel. Más información aquí:  http://bit.ly/30M9P95  pic.twitter.com/yvSCRUGCAx ",0.0,2.0,6.0
0400 NH Hotel Group ,21/08/2019," Cada año abrimos hoteles en increíbles destinos, llenos de cultura por descubrir. Sabemos que puede ser abrumador decidir por dónde empezar y, para ayudarte a dar el primer paso, están nuestras guías de viaje. ¡Hoy, te acompañamos a recorrer Medellin!  http://bit.ly/2H6yvkH  pic.twitter.com/U895coZl6M ",1.0,0.0,1.0
0400 NH Hotel Group ,16/08/2019," Nuestro nhow Amsterdam RAI sigue en construcción ¡pero sus paredes ya se llenan de vida! Como parte de Grachtenfestival, nuestros invitados disfrutaron de un concierto de violinistas, con impresionantes vistas de la ciudad como fondo. #grachtenfestival ?? Melle Meivogel pic.twitter.com/sBti9nHOB3 ",0.0,0.0,3.0
0400 NH Hotel Group ,16/08/2019," Located minutes from entertainment attractions in the city center, the marina and just a few kilometres from some of the best golf courses in the region, this beach resort in #Algarve is an excellent option for your next event or getaway! @tivolihotels  http://bit.ly/2Z0B9yr  pic.twitter.com/Tzf3hJccZl ",0.0,0.0,3.0
0400 NH Hotel Group ,12/08/2019," Bem Vinda! Our new NH Porto Jardim is just steps away from the Douro River and the historic Ribeira district. Strategically placed near main attractions and transport links, you'll enjoy the spectacular views and the beautiful gardens of this amazing city.  http://bit.ly/2TsGzBl  pic.twitter.com/FnaqXMBVgn ",1.0,0.0,1.0
0400 NH Hotel Group ,08/08/2019," ¡Nuestro mundo se pone de cabeza! Este verano nos vamos de tour con nuestra ""habitación al revés"" por Alemania, Bélgica y terminaremos en Países Bajos el 1 de septiembre. Si nos ves ¡hazte una foto y compártela usando #NHontour! Para conocer las fechas y ciudades, consulta abajo: pic.twitter.com/zeKLBhLBdR ",0.0,0.0,1.0
0400 NH Hotel Group ,08/08/2019," Our Upside Down Room goes on the road this week for the Summer Tour 2019, traveling through Germany, Belgium and ending up in the Netherlands. If you happen to spot it, get creative and share your best upside down pic using #NHontour! For dates and cities, see the gallery below: pic.twitter.com/j94t7nKnVm ",0.0,0.0,2.0
0400 NH Hotel Group ,04/08/2019," Estamos muy orgullosos de todas las iniciativas que llevamos a cabo a favor del medio ambiente. Con cada una buscamos hacer cada estancia más sostenible... ¡y también un poco más divertida! En tu próxima visita, animate a explorar la ciudad en bici  http://bit.ly/32ZaYLS  pic.twitter.com/hoRsPqskYT ",0.0,0.0,2.0
0400 NH Hotel Group ,01/08/2019," WOW! We've won the German Business Traveler Award 2019 for ""Best Hotel Group for Business Travelers Worldwide"". Readers of the trade magazine Business Traveler also ranked us third in the category ""Best Hotel Group for Business Travelers in Germany"". Thank you! @btmag_germany pic.twitter.com/iFdgUlGb4q ",0.0,0.0,6.0
0400 NH Hotel Group ,26/07/2019," ¡Fortalecer nuestros lazos fortalece nuestro equipo! Eso es lo que nuestra reciente visita a Singapur con Minor Hotels nos ayudó a lograr. Estas oportunidades son esenciales para alinear nuestros valores, tanto personal como profesionalmente #PassionPoweredGrowth #furthertogether pic.twitter.com/st35zheudh ",0.0,0.0,0.0
0400 NH Hotel Group ,26/07/2019," Stronger bonds mean a stronger team! That's exactly what our recent visit to Singapore with Minor Hotels helped us achieve. These opportunities are essential, and allow us to align our values on both a professional and personal level. #PassionPoweredGrowth #furthertogether pic.twitter.com/eFZ1KP8iRG ",0.0,0.0,2.0
0400 NH Hotel Group ,26/07/2019," Last chance to vote for your favorite hotel in the #WLHAwards2019. Choose between our NH Cape Town The Lord Charles, NH Collection Grand Hotel Convento di Amalfi, and Tivoli Marina Vilamoura of our sister brand @tivolihotels and show them some love below.   http://bit.ly/2JFdJdN  pic.twitter.com/yZcvPaKobT ",0.0,0.0,1.0
0400 NH Hotel Group ,25/07/2019," Good news! Today we have presented our results for the first half of 2019, a set of earnings which evidences the momentum being sustained by the Group in recent years and marked by significant growth in the main profit headings and financial metrics.  http://bit.ly/2YlwtCV  pic.twitter.com/mbFbD8ehhf ",0.0,0.0,2.0
0400 NH Hotel Group ,20/07/2019," Entre los nominados a World Luxury Awards 2019 están nuestros NH Cape Town Lord Charles y NH Collection Grand Hotel Convento di Amalfi, y Tivoli Marina Vilamoura de nuestra marca hermana @tivolihotels. ¡Vota y apoya a tu hotel favorito! #WLHAwards2019  http://bit.ly/2JFdJdN  pic.twitter.com/MpwbEZYBRz ",0.0,0.0,2.0
0400 NH Hotel Group ,20/07/2019," The nominations for World Luxury Hotel Awards include 3 amazing hotels; NH Cape Town The Lord Charles, NH Collection Grand Hotel Convento di Amalfi, and Tivoli Marina Vilamoura of our sister brand @tivolihotels! Good luck! Click here to vote  http://bit.ly/2JFdJdN  #WLHAwards2019 pic.twitter.com/zuRmf7Bu2h ",0.0,0.0,1.0
0400 NH Hotel Group ,19/07/2019, Viajamos a NYC para asistir a la ceremonia #FriendsofSpainAwards donde han sido galardonados aquellas personas y empresas estadounidenses que han contribuido a la imagen de España y sus marcas en Estados Unidos. ¡Enhorabuena a @BrandsofSpain y @spainuschamber por esta iniciativa! pic.twitter.com/yCYrZ6c2oz ,2.0,1.0,6.0
0400 NH Hotel Group ,16/07/2019," Shout it loud and proud. Families Welcome! We have a whole range of services and products, like our Family Assistant, that are designed to make the vacations of families with young children a whole lot easier. We want families to worry less and enjoy more!  http://bit.ly/2SkLL9H  pic.twitter.com/uznFLDDkXi ",0.0,0.0,1.0
0400 NH Hotel Group ,10/07/2019," ¡Hoy la capital española será testigo de una experiencia gastronómica única! Ivan & Sergey Bereztuskiy, chefs fundadores Twins Garden en Moscú, cocinarán junto a @PacoRoncero en @LaTerrazaCasino, durante una velada que promete deleitar todos los sentidos.  http://bit.ly/2XBNtEV  pic.twitter.com/QicW2lvZJZ ",0.0,0.0,2.0
0400 NH Hotel Group ,10/07/2019," From Moscow to Madrid! A once in a lifetime gastronomic experience takes places tonight at 8:30pm. Twin chefs Ivan y Sergey Bereztuskiy from Moscow's best restaurant Twins Garden, join @PacoRoncero and his team at @LaTerrazaCasino for a night to remember:  http://bit.ly/2XBNtEV  pic.twitter.com/NLItbSA6lW ",0.0,0.0,5.0
0400 NH Hotel Group ,05/07/2019, ¡Enhorabuena a nuestro encantador NH Cape Town The Lord Charles! Ha sido nominado a los premios @WorldLuxHotels Awards en tres categorías por sus magníficas salas y espacios para eventos. Hay tiempo para votar hasta el 31 de julio. ¡Gracias! #WLHAwards2019  http://bit.ly/2XooYL5  pic.twitter.com/UyjC4O0oEr ,0.0,0.0,1.0
0400 NH Hotel Group ,05/07/2019," Our wonderful South African hotel, NH Cape Town The Lord Charles, has been nominated in 3 categories at the  @WorldLuxHotels Awards, for their luxury conference and event facilities. Well done! Voting is open until 31st so get clicking. #WLHAwards2019  http://bit.ly/2XooYL5  pic.twitter.com/SPqOrKqedo ",0.0,1.0,1.0
0400 NH Hotel Group ,30/06/2019," You will know by now that we offer prime locations in the most sought after cities around the world... and that includes airports. We're here to make convenient better than ever. For business travelers and holiday makers alike, here are our airport hotels   http://bit.ly/2ZFaCYq  pic.twitter.com/Ug2AQJzSUG ",0.0,3.0,1.0
0400 NH Hotel Group ,25/06/2019," Rufino Pérez, nuestro COO, hoy se reúne con líderes en hostelería con motivo de la conferencia @DigitalTravelEU en Londres. Estará debatiendo cómo aprovechar la Transformación Digital para mejorar en experiencia del consumidor y eficiencia #DigitalSummit:  http://bit.ly/2Y7ZJ0O  pic.twitter.com/9glzPpsPdD ",0.0,0.0,2.0
0400 NH Hotel Group ,20/06/2019," ¡Estamos de celebración! Hispania Brussels en NH Collection Grand Sablon ha sido reconocido con el premio Delta D'Or como restaurante del año en la capital Belga. ¡Enhorabuena a @casa_gerardo, @adrian_mancheno, y a todo el equipo por este paraíso ibérico!  http://bit.ly/2x4vIDd  pic.twitter.com/xgSoyAyAnm ",0.0,0.0,0.0
0400 NH Hotel Group ,20/06/2019," Hispania Brussels, at NH Collection Grand Sablon, is Spanish tradition at its finest and it has been recognized as restaurant of the year in Brussels with the Delta D'Or award. Congratulations to @Casa_Gerardo, @adrian_mancheno and the rest of the team!  http://bit.ly/2WSWrCf  pic.twitter.com/bXf5sviIxE ",0.0,0.0,0.0
0400 NH Hotel Group ,19/06/2019," Desde los servicios digitales de #FASTPASSbyNH, a la versatilidad de nuestras Mood Rooms, la innovación es una prioridad para nosotros. Hoy, nuestro CEO, Ramón Aragonés estará compartiendo más claves al respecto en #ForoCostadelSolEC de @elconfidencial.  http://bit.ly/2IoSRqn  pic.twitter.com/kX5cOcAGYy ",0.0,1.0,10.0
0400 NH Hotel Group ,16/06/2019," Tenemos disponibles nuevas oportunidades laborales en algunas de las ciudades más enigmáticas del mundo. Si buscas crecer profesionalmente en una compañía que valora a su gente y desea ayudar a otros, NH Hotel Group es ideal para ti #furthertogether  http://bit.ly/2UPvedw  pic.twitter.com/LcC5h83wZI ",0.0,1.0,2.0
0400 NH Hotel Group ,13/06/2019," How does 250 in NH Rewards points sound to you?   Well, If you want to be in with the chance of winning, follow the link below.   Also, to say thank you, by following the steps you will automatically GET 10 in NH Rewards points.  Follow the link >  http://bit.ly/2Kd4gvH  pic.twitter.com/9QNj282Dvt ",0.0,0.0,1.0
0400 NH Hotel Group ,10/06/2019," ¡Nuestro portafolio crece! NH Leipzig Zentrum acaba de abrir sus puertas, siendo nuestro segundo hotel en la ciudad. Con 4*, se encuentra a solo unos pasos de las famosas tiendas de Petersstrasse y reconocidos restaurantes, como el Ratskeller. ¡Bienvenido!  http://bit.ly/2Wosuc7  pic.twitter.com/rteNbvsTsN ",0.0,0.0,3.0
0400 NH Hotel Group ,10/06/2019," Our portfolio keeps growing! NH Leipzig Zentrum just opened, making it our second one in town! A 4* hotel, it is located just steps away from the shopping scene of Petersstrasse and across incredible restaurants, like the renown Ratskeller. Welcome!  http://bit.ly/30LYE0l  pic.twitter.com/2luIKhpLLL ",0.0,0.0,1.0
0400 NH Hotel Group ,08/06/2019, Part of our NH Rewards program or interested in becoming a member?  What if we said there's a chance to win 250 in NH Rewards points just for sharing a photo? Head over to our Instagram right now to find out how 250 in NH Rewards points could be yours!  http://bit.ly/2Xx3I6W  pic.twitter.com/t9fQb3Fys7 ,0.0,0.0,2.0
0400 NH Hotel Group ,07/06/2019," Gracias a #TogetherWithLove, hemos visto a nuestros equipos apoyando a sus comunidades locales y trabajando juntos para un futuro mejor. Estos días, nuestros compañeros han hecho voluntariado con jóvenes con discapacidades, donado sangre y ayudado en comedores sociales. ¡Bravo! pic.twitter.com/nkhhujQyqH ",0.0,1.0,5.0
0400 NH Hotel Group ,07/06/2019," #TogetherWithLove has seen our teams around the world engaging with local communities and working together for a brighter future. Over the last few days, volunteers worked with young people with disabilities, donated blood, and helped at local soup kitchens. Great work people! pic.twitter.com/IyI5Gfvz6l ",0.0,0.0,2.0
0400 NH Hotel Group ,06/06/2019," For #TogetherWithLove, our Ambassador Ludo de Jong and his team tended over 150 gardens owned by people with disabilities, just one of the lovely actions that we'll be taking part in this week. Follow Ludo and the other Ambassadors here #furthertogether  http://bit.ly/2vloLg8  pic.twitter.com/2EspEPwLdU ",0.0,0.0,2.0
0400 NH Hotel Group ,06/06/2019," ¡Hoy inauguramos NH Collection Valencia Colón! Es un hotel de 47 habitaciones diseñado por Lorenzo Castillo, y ubicado en el corazón de Valencia. Además de servicios exclusivos, cuenta con la inigualable la oferta gastronómica de Sonata 32 y Caraacara  http://bit.ly/2Mw2kQX  pic.twitter.com/nCSPNoAKno ",0.0,1.0,8.0
0400 NH Hotel Group ,06/06/2019," ""La actualidad del revenue management y el papel de los jóvenes revenue managers en las organizaciones hoteleras"" es el último evento organizado por @URJCturismo. Fernando Vives, Chief Commercial Officer, debatirá las estrategias y herramientas en este ámbito a las 10:30. pic.twitter.com/JV9xaJdkwl ",1.0,0.0,1.0
0400 NH Hotel Group ,05/06/2019," Considerado como el principal rating de sostenibilidad para inversores, el  Programa de Cambio Climático de @CDP ha reconocido a NH Hotel Group como líder global por nuestro compromiso con el medio ambiente, obteniendo la calificación A-. ¡Gracias!  http://bit.ly/2MxflJS  pic.twitter.com/PGgDKYlhWk ",1.0,2.0,4.0
0400 NH Hotel Group ,05/06/2019," Good news! The @CDP  rating (Carbon Disclosure Project) that helps companies, cities and beyond measure and manage their environmental impacts has been announced, and we ranked as A-! Thank you for recognizing our efforts in the face of climate change!   http://bit.ly/2Xnxgnu  pic.twitter.com/uzaJGa6WNm ",0.0,0.0,1.0
0400 NH Hotel Group ,30/05/2019," Atención: esta noche a las 21:30 la @BrujulaOndaCero recibirá a Fernando Vives, nuestro Chief Commercial Officer, para conversar sobre el proceso de digitalización y las nuevas tendencias del sector turístico. Para escuchar el en vivo haz clic aquí:  http://bit.ly/30Oha8h  pic.twitter.com/Li4Ve1kwIP ",1.0,0.0,5.0
0400 NH Hotel Group ,27/05/2019," We are privileged to be ranked by @UniversumGlobal as one of the Top 10 most attractive companies to work for within the Business Studies sector in Spain, according to a study of 31.400 university students! Thank you and well done to all at NH Hotel Group!  http://bit.ly/2WpRzmN  pic.twitter.com/jbsJ68elsH ",0.0,0.0,5.0
0400 NH Hotel Group ,22/05/2019," Today, Herman Klok, Regional Director of Operations Amsterdam, UK, Switzerland, attends the @hotelanalyst's Hotel Operations Conference in London, where he takes part on the panels 'How f&b has become the apple of hoteliers' eyes'. Sounds tasty! #HOC19  http://bit.ly/2waTJbg  pic.twitter.com/bxZ2WCPSRp ",0.0,0.0,2.0
0400 NH Hotel Group ,21/05/2019," ¡Nos habéis dejado con la boca abierta! ¡Hemos ganado 11 premios en los #TravelersChoice Awards 2019 de @TripAdvisor! 9 de ellos en las categorías Top Hotel, Lujo, Mejor Servicio y Romance por nuestros hoteles en el Norte de Europa, de los cuales 3 consiguieron más de 1 victoria. pic.twitter.com/Jvlc5lgeKB ",1.0,0.0,5.0
0400 NH Hotel Group ,20/05/2019," ¡Son pequeñas pero llevan el mundo en sus alas! De flor en flor, durante siglos, las abejas han ayudado a sostener la vida en el planeta y es por esto que encontrarás colmenas en las azoteas de algunos de nuestros hoteles. ¡Celebremos hoy todos juntos el #DíaMundialdelasAbejas! pic.twitter.com/M4NSr6xzQC ",0.0,0.0,3.0
0400 NH Hotel Group ,20/05/2019," They might be small but they carry the world on their wings! By taking pollen from flower to flower, for centuries, bees have helped sustain life. Pollination is crucial to a healthy world, and you'll find beehives at some of our hotels. Today, on #WorldBeeDay, we celebrate them! pic.twitter.com/dKTcYzvbrW ",0.0,0.0,2.0
0400 NH Hotel Group ,20/05/2019, A face-to-face role in hospitality requires a skill set that can adapt to ever changing circumstances. There is never two challenges the same and you have to quick on your feet. Are you up to this role? Then we want to hear from you #furthertogether  http://bit.ly/2JR1UkZ  pic.twitter.com/qoaaUIDNta ,0.0,0.0,2.0
0400 NH Hotel Group ,19/05/2019," 'Innovative and aggressive, yet functional inside', that's how @RobbReport describes our hotel nhow Rotterdam and the iconic towers in which it resides. We think Rem Koolhaas, the architect behind them, will like that description, too. Read more here >  http://bit.ly/2VB63AD  pic.twitter.com/b2Y3EuesdV ",0.0,0.0,2.0
0400 NH Hotel Group ,16/05/2019," ¡No podíamos dejar de disfrutar de la gastronomía holandesa! Como parte de las celebraciones de hoy, disfrutamos de un tour culinario, visitando Vermeer en NH Collection Barbizon Palace y The White Room en NH Collection Grand Hotel Krasnapolsky, ambos galardonados con 1* Michelin pic.twitter.com/QIL0SyVv6A ",1.0,0.0,2.0
0400 NH Hotel Group ,16/05/2019," We couldn't miss the chance to indulge in Dutch treats! As part of today's celebration, we went on a gastronomic tour, which included stops in 1* Michelin star restaurants Vermeer, at NH Collection Barbizon Palace, and The White Room, at NH Collection Grand Hotel Krasnapolsky. pic.twitter.com/YKBufpAXrP ",1.0,0.0,1.0
0400 NH Hotel Group ,09/05/2019," ¡Seguimos rompiendo esquemas! La apertura de nhow London se acerca y, por ello, os traemos un adelanto exclusivo de su diseño. Los espacios son obra de @orangepith, creadores del concepto 'London Reloaded' y el nuevo hogar de Henry, nuestro robot mayordomo  http://bit.ly/2PXiSzh  pic.twitter.com/pnzeNf2QO8 ",0.0,1.0,3.0
0400 NH Hotel Group ,09/05/2019," Keep calm! We hosted a preview of nhow Londons design, the 'hottest' hotel opening at the end of this Summer. London studio @orangepith developed the concept 'London Reloaded' with electrifying results, including the addition of our robot butler Henry!  http://bit.ly/2JaLHHM  pic.twitter.com/MgjfINPQ09 ",0.0,0.0,4.0
0400 NH Hotel Group ,08/05/2019," Great news! Our innovative service #FASTPASSbyNH was selected as one of the best ideas of the year by Spanish business magazine @laeconomica and we are thrilled. Javier Mármol, our VP Experience & Quality, was there to pick up the award. Thank you so much!  http://bit.ly/2WuDmSB  pic.twitter.com/n6Xzt2YAQx ",0.0,1.0,4.0
0400 NH Hotel Group ,08/05/2019," ¡La espera ha acabado! Los @freddieawards han anunciado sus ganadores y nuestro programa de fidelización #NHRewards ha sido uno de ellos, recibiendo el premio 210 Award en la región de Europa & África. ¡Muchísimas gracias por votar por nosotros! #Freddies  http://bit.ly/2PRy5BW  pic.twitter.com/cT9q3Ebj5r ",1.0,1.0,9.0
0400 NH Hotel Group ,06/05/2019," A principio del año, participamos en #Fitur2019, donde fuimos seleccionados como Mejor Stand en la categoría de Empresas. Hoy, lo hemos vuelto a celebrar en el Acto de Entrega de Premios. De nuevo, muchísimas gracias por este reconocimiento. ¡Nos vemos en la próxima edición! pic.twitter.com/DOmtf5zFQ7 ",0.0,2.0,5.0
0400 NH Hotel Group ,06/05/2019," Earlier in the year, we participated in #Fitur2019, Spain's most important International Tourism Trade Fair, and our stand was awarded Best Stand in the Company Category. Today, we were at the Award Ceremony to receive it and relive all the excitement. Can't wait for next year! pic.twitter.com/4j7XowKZOL ",0.0,0.0,3.0
0400 NH Hotel Group ,02/05/2019," ¡La Ciudad Eterna le da la bienvenida a otro NH Collection! Os presentamos NH Collection Roma Fiori Imperiali, un hotel boutique con 42 habitaciones llenas de lujo y con vistas a algunos de los monumentos más emblemáticos de la ciudad como el Foro Romano.  http://bit.ly/2LaN7nv  pic.twitter.com/gX9sIkC0gy ",0.0,1.0,2.0
0400 NH Hotel Group ,02/05/2019," NH Collection is making the Eternal City its own. Announcing NH Collection Fori Imperiali, a boutique hotel of 42 luxurious rooms in Rome that overlooks the citys treasures, like the Roman Forum and the Vittorio Emanuele II Monument. More news to come!  http://bit.ly/2DFvPsq  pic.twitter.com/eXUA66mHb7 ",0.0,0.0,2.0
0400 NH Hotel Group ,01/05/2019," Pack your bags and let's go downtown! One thing that makes NH Hotel Group stand out from the rest is the prime location of our hotels. You'll find us in key cities around the world, both for tourism and business, putting you exactly where you need to be!  http://bit.ly/2ZUuoQG  pic.twitter.com/owOhJEUZCD ",0.0,0.0,1.0
0400 NH Hotel Group ,29/04/2019," Para nosotros la cocina es un arte. Estamos buscando chefs que hagan de sus ingredientes su inspiración y de cada plato una obra maestra para incorporarse en nuestros hoteles de España, Alemania y Francia. Encuentra tu posición ideal! #furthertogether  http://bit.ly/2UPvedw  pic.twitter.com/lKrX4FIVpp ",0.0,2.0,3.0
0400 NH Hotel Group ,26/04/2019," ¡Buenas noticias! Ayer, fuimos galardonados con el premio a la 'Cadena de hoteles urbanos y de negocios en España y extranjero' de los Premios Travelranking. Irene Fernández, nuestra Directora de Marketing, Comunicación y E-Commerce Sur de Europa estuvo para recibirlo. ¡Gracias! pic.twitter.com/cQJ9EtIkDx ",0.0,6.0,11.0
